MJD,x_pole,y_pole,Type,UT1-UTC
42330,0.000788,0.224393,final,-0.0468704
42331,-0.000128,0.224649,final,-0.0500056
42332,-0.001028,0.224903,final,-0.0533405
42333,-0.001907,0.225155,final,-0.0568059
42334,-0.002765,0.225406,final,-0.0602980
42335,-0.003601,0.225657,final,-0.0637056
42336,-0.004417,0.225908,final,-0.0669432
42337,-0.005212,0.226161,final,-0.0699736
42338,-0.005988,0.226417,final,-0.0728115
42339,-0.006745,0.226679,final,-0.0755102
42340,-0.007488,0.226946,final,-0.0781390
42341,-0.008221,0.227220,final,-0.0807645
42342,-0.008949,0.227502,final,-0.0834400
42343,-0.009675,0.227793,final,-0.0862039
42344,-0.010402,0.228094,final,-0.0890785
42345,-0.011131,0.228408,final,-0.0920700
42346,-0.011863,0.228736,final,-0.0951674
42347,-0.012599,0.229080,final,-0.0983442
42348,-0.013340,0.229440,final,-0.1015618
42349,-0.014083,0.229818,final,-0.1047759
42350,-0.014828,0.230214,final,-0.1079424
42351,-0.015572,0.230629,final,-0.1110253
42352,-0.016316,0.231063,final,-0.1140068
42353,-0.017063,0.231518,final,-0.1168966
42354,-0.017811,0.231992,final,-0.1197360
42355,-0.018563,0.232486,final,-0.1225924
42356,-0.019319,0.232999,final,-0.1255415
42357,-0.020075,0.233530,final,-0.1286461
42358,-0.020832,0.234078,final,-0.1319364
42359,-0.021587,0.234643,final,-0.1354003
42360,-0.022337,0.235222,final,-0.1389844
42361,-0.023080,0.235816,final,-0.1426054
42362,-0.023812,0.236421,final,-0.1461694
42363,-0.024532,0.237038,final,-0.1495947
42364,-0.025240,0.237663,final,-0.1528314
42365,-0.025937,0.238292,final,-0.1558721
42366,-0.026627,0.238925,final,-0.1587500
42367,-0.027311,0.239557,final,-0.1615237
42368,-0.027988,0.240190,final,-0.1642589
42369,-0.028659,0.240821,final,-0.1670133
42370,-0.029321,0.241454,final,-0.1698291
42371,-0.029973,0.242088,final,-0.1727309
42372,-0.030613,0.242723,final,-0.1757270
42373,-0.031241,0.243356,final,-0.1788103
42374,-0.031855,0.243988,final,-0.1819591
42375,-0.032452,0.244617,final,-0.1851408
42376,-0.033032,0.245240,final,-0.1883156
42377,-0.033594,0.245858,final,-0.1914423
42378,-0.034138,0.246469,final,-0.1944842
42379,-0.034663,0.247073,final,-0.1974171
42380,-0.035167,0.247672,final,-0.2002394
42381,-0.035649,0.248267,final,-0.2029809
42382,-0.036108,0.248860,final,-0.2057017
42383,-0.036544,0.249450,final,-0.2084797
42384,-0.036958,0.250037,final,-0.2113859
42385,-0.037349,0.250621,final,-0.2144586
42386,-0.037716,0.251202,final,-0.2176890
42387,-0.038056,0.251779,final,-0.2210227
42388,-0.038371,0.252349,final,-0.2243769
42389,-0.038662,0.252913,final,-0.2276635
42390,-0.038929,0.253469,final,-0.2308093
42391,-0.039173,0.254016,final,-0.2337703
42392,-0.039397,0.254557,final,-0.2365371
42393,-0.039603,0.255094,final,-0.2391339
42394,-0.039798,0.255627,final,-0.2416100
42395,-0.039985,0.256158,final,-0.2440273
42396,-0.040167,0.256690,final,-0.2464465
42397,-0.040349,0.257224,final,-0.2489155
42398,-0.040531,0.257759,final,-0.2514648
42399,-0.040713,0.258295,final,-0.2541065
42400,-0.040899,0.258831,final,-0.2568362
42401,-0.041090,0.259367,final,-0.2596358
42402,-0.041286,0.259901,final,-0.2624767
42403,-0.041487,0.260435,final,-0.2653240
42404,-0.041694,0.260970,final,-0.2681412
42405,-0.041906,0.261507,final,-0.2708955
42406,-0.042125,0.262045,final,-0.2735629
42407,-0.042351,0.262585,final,-0.2761359
42408,-0.042585,0.263128,final,-0.2786327
42409,-0.042826,0.263674,final,-0.2811029
42410,-0.043070,0.264223,final,-0.2836216
42411,-0.043314,0.264777,final,-0.2862702
42412,-0.043558,0.265338,final,-0.2891063
42413,-0.043802,0.265903,final,0.7078620
42414,-0.044045,0.266475,final,0.7046843
42415,-0.044288,0.267055,final,0.7014537
42416,-0.044527,0.267646,final,0.6982754
42417,-0.044757,0.268252,final,0.6952360
42418,-0.044977,0.268877,final,0.6923847
42419,-0.045182,0.269526,final,0.6897288
42420,-0.045370,0.270200,final,0.6872419
42421,-0.045534,0.270904,final,0.6848751
42422,-0.045670,0.271637,final,0.6825688
42423,-0.045769,0.272399,final,0.6802626
42424,-0.045827,0.273190,final,0.6779046
42425,-0.045838,0.274010,final,0.6754580
42426,-0.045799,0.274858,final,0.6729050
42427,-0.045707,0.275735,final,0.6702462
42428,-0.045561,0.276641,final,0.6674983
42429,-0.045361,0.277577,final,0.6646893
42430,-0.045109,0.278545,final,0.6618535
42431,-0.044807,0.279545,final,0.6590266
42432,-0.044456,0.280579,final,0.6562407
42433,-0.044059,0.281648,final,0.6535197
42434,-0.043617,0.282753,final,0.6508739
42435,-0.043127,0.283890,final,0.6482936
42436,-0.042592,0.285057,final,0.6457422
42437,-0.042010,0.286252,final,0.6431545
42438,-0.041383,0.287472,final,0.6404476
42439,-0.040715,0.288715,final,0.6375449
42440,-0.040007,0.289980,final,0.6344086
42441,-0.039260,0.291268,final,0.6310622
42442,-0.038476,0.292578,final,0.6275904
42443,-0.037661,0.293909,final,0.6241144
42444,-0.036820,0.295264,final,0.6207515
42445,-0.035961,0.296640,final,0.6175812
42446,-0.035087,0.298036,final,0.6146292
42447,-0.034204,0.299453,final,0.6118733
42448,-0.033312,0.300886,final,0.6092617
42449,-0.032417,0.302334,final,0.6067312
42450,-0.031522,0.303792,final,0.6042198
42451,-0.030630,0.305257,final,0.6016743
42452,-0.029741,0.306724,final,0.5990538
42453,-0.028856,0.308191,final,0.5963343
42454,-0.027974,0.309654,final,0.5935105
42455,-0.027096,0.311110,final,0.5905952
42456,-0.026222,0.312553,final,0.5876157
42457,-0.025348,0.313980,final,0.5846077
42458,-0.024470,0.315391,final,0.5816096
42459,-0.023584,0.316782,final,0.5786568
42460,-0.022687,0.318152,final,0.5757765
42461,-0.021774,0.319498,final,0.5729835
42462,-0.020843,0.320815,final,0.5702742
42463,-0.019890,0.322101,final,0.5676221
42464,-0.018912,0.323353,final,0.5649742
42465,-0.017906,0.324570,final,0.5622551
42466,-0.016869,0.325749,final,0.5593821
42467,-0.015802,0.326889,final,0.5562918
42468,-0.014702,0.327989,final,0.5529687
42469,-0.013571,0.329051,final,0.5494621
42470,-0.012410,0.330075,final,0.5458778
42471,-0.011221,0.331060,final,0.5423464
42472,-0.010006,0.332007,final,0.5389811
42473,-0.008763,0.332914,final,0.5358444
42474,-0.007490,0.333782,final,0.5329378
42475,-0.006187,0.334607,final,0.5302157
42476,-0.004853,0.335391,final,0.5276097
42477,-0.003490,0.336134,final,0.5250500
42478,-0.002098,0.336836,final,0.5224774
42479,-0.000682,0.337499,final,0.5198474
42480,0.000754,0.338125,final,0.5171301
42481,0.002204,0.338714,final,0.5143123
42482,0.003663,0.339267,final,0.5113982
42483,0.005136,0.339787,final,0.5084088
42484,0.006623,0.340274,final,0.5053768
42485,0.008126,0.340731,final,0.5023401
42486,0.009645,0.341157,final,0.4993360
42487,0.011181,0.341553,final,0.4963947
42488,0.012736,0.341919,final,0.4935350
42489,0.014314,0.342254,final,0.4907588
42490,0.015916,0.342562,final,0.4880470
42491,0.017542,0.342844,final,0.4853569
42492,0.019191,0.343100,final,0.4826241
42493,0.020860,0.343332,final,0.4797722
42494,0.022548,0.343540,final,0.4767299
42495,0.024253,0.343722,final,0.4734549
42496,0.025973,0.343878,final,0.4699565
42497,0.027705,0.344006,final,0.4663029
42498,0.029448,0.344103,final,0.4626084
42499,0.031198,0.344168,final,0.4589992
42500,0.032952,0.344196,final,0.4555732
42501,0.034707,0.344185,final,0.4523729
42502,0.036459,0.344134,final,0.4493813
42503,0.038208,0.344043,final,0.4465407
42504,0.039947,0.343911,final,0.4437788
42505,0.041672,0.343738,final,0.4410300
42506,0.043378,0.343524,final,0.4382447
42507,0.045064,0.343269,final,0.4353906
42508,0.046730,0.342972,final,0.4324509
42509,0.048375,0.342632,final,0.4294241
42510,0.049996,0.342250,final,0.4263244
42511,0.051589,0.341823,final,0.4231794
42512,0.053148,0.341351,final,0.4200251
42513,0.054672,0.340833,final,0.4168989
42514,0.056157,0.340271,final,0.4138340
42515,0.057604,0.339666,final,0.4108533
42516,0.059010,0.339021,final,0.4079649
42517,0.060378,0.338337,final,0.4051570
42518,0.061712,0.337618,final,0.4023952
42519,0.063020,0.336868,final,0.3996246
42520,0.064307,0.336088,final,0.3967781
42521,0.065578,0.335284,final,0.3937899
42522,0.066837,0.334456,final,0.3906134
42523,0.068088,0.333606,final,0.3872379
42524,0.069332,0.332735,final,0.3836997
42525,0.070568,0.331842,final,0.3800794
42526,0.071799,0.330926,final,0.3764845
42527,0.073025,0.329988,final,0.3730187
42528,0.074249,0.329026,final,0.3697510
42529,0.075474,0.328043,final,0.3666976
42530,0.076701,0.327039,final,0.3638240
42531,0.077932,0.326015,final,0.3610656
42532,0.079168,0.324970,final,0.3583524
42533,0.080409,0.323903,final,0.3556279
42534,0.081652,0.322813,final,0.3528558
42535,0.082893,0.321699,final,0.3500183
42536,0.084132,0.320564,final,0.3471131
42537,0.085367,0.319405,final,0.3441513
42538,0.086597,0.318226,final,0.3411564
42539,0.087822,0.317028,final,0.3381611
42540,0.089042,0.315814,final,0.3352008
42541,0.090252,0.314590,final,0.3323086
42542,0.091450,0.313360,final,0.3295094
42543,0.092632,0.312127,final,0.3268149
42544,0.093797,0.310894,final,0.3242189
42545,0.094943,0.309662,final,0.3216932
42546,0.096069,0.308432,final,0.3191880
42547,0.097174,0.307204,final,0.3166393
42548,0.098258,0.305977,final,0.3139843
42549,0.099322,0.304749,final,0.3111779
42550,0.100370,0.303520,final,0.3082074
42551,0.101408,0.302289,final,0.3050988
42552,0.102437,0.301059,final,0.3019142
42553,0.103461,0.299830,final,0.2987388
42554,0.104484,0.298600,final,0.2956617
42555,0.105511,0.297368,final,0.2927525
42556,0.106550,0.296134,final,0.2900434
42557,0.107606,0.294898,final,0.2875213
42558,0.108682,0.293659,final,0.2851360
42559,0.109784,0.292419,final,0.2828200
42560,0.110917,0.291176,final,0.2805093
42561,0.112086,0.289932,final,0.2781577
42562,0.113294,0.288686,final,0.2757407
42563,0.114544,0.287439,final,0.2732527
42564,0.115836,0.286190,final,0.2707024
42565,0.117171,0.284937,final,0.2681096
42566,0.118547,0.283682,final,0.2655034
42567,0.119961,0.282423,final,0.2629185
42568,0.121409,0.281160,final,0.2603892
42569,0.122890,0.279892,final,0.2579426
42570,0.124399,0.278619,final,0.2555943
42571,0.125932,0.277340,final,0.2533436
42572,0.127485,0.276056,final,0.2511698
42573,0.129048,0.274766,final,0.2490292
42574,0.130614,0.273469,final,0.2468600
42575,0.132176,0.272162,final,0.2445960
42576,0.133724,0.270847,final,0.2421869
42577,0.135248,0.269527,final,0.2396174
42578,0.136736,0.268204,final,0.2369150
42579,0.138178,0.266882,final,0.2341448
42580,0.139565,0.265562,final,0.2313915
42581,0.140893,0.264247,final,0.2287388
42582,0.142157,0.262940,final,0.2262494
42583,0.143347,0.261640,final,0.2239539
42584,0.144457,0.260346,final,0.2218465
42585,0.145480,0.259054,final,0.2198887
42586,0.146416,0.257758,final,0.2180206
42587,0.147266,0.256455,final,0.2161786
42588,0.148032,0.255139,final,0.2143102
42589,0.148713,0.253805,final,0.2123831
42590,0.149311,0.252451,final,0.2103870
42591,0.149828,0.251075,final,0.2083295
42592,0.150267,0.249675,final,0.2062314
42593,0.150631,0.248252,final,0.2041206
42594,0.150918,0.246808,final,0.2020295
42595,0.151132,0.245340,final,0.1999898
42596,0.151275,0.243847,final,0.1980282
42597,0.151352,0.242330,final,0.1961611
42598,0.151368,0.240788,final,0.1943904
42599,0.151327,0.239223,final,0.1926999
42600,0.151229,0.237636,final,0.1910515
42601,0.151078,0.236032,final,0.1893860
42602,0.150875,0.234412,final,0.1876314
42603,0.150619,0.232782,final,0.1857224
42604,0.150314,0.231142,final,0.1836248
42605,0.149962,0.229494,final,0.1813529
42606,0.149567,0.227837,final,0.1789710
42607,0.149134,0.226172,final,0.1765746
42608,0.148670,0.224498,final,0.1742613
42609,0.148178,0.222817,final,0.1721038
42610,0.147662,0.221127,final,0.1701352
42611,0.147130,0.219431,final,0.1683480
42612,0.146590,0.217728,final,0.1667032
42613,0.146047,0.216020,final,0.1651432
42614,0.145506,0.214306,final,0.1636046
42615,0.144969,0.212586,final,0.1620306
42616,0.144441,0.210860,final,0.1603799
42617,0.143928,0.209128,final,0.1586320
42618,0.143433,0.207389,final,0.1567872
42619,0.142959,0.205646,final,0.1548623
42620,0.142506,0.203897,final,0.1528845
42621,0.142072,0.202143,final,0.1508862
42622,0.141658,0.200383,final,0.1488999
42623,0.141261,0.198617,final,0.1469542
42624,0.140877,0.196843,final,0.1450691
42625,0.140506,0.195061,final,0.1432516
42626,0.140142,0.193272,final,0.1414926
42627,0.139783,0.191476,final,0.1397635
42628,0.139421,0.189675,final,0.1380145
42629,0.139055,0.187869,final,0.1361780
42630,0.138681,0.186062,final,0.1341813
42631,0.138295,0.184257,final,0.1319693
42632,0.137898,0.182454,final,0.1295300
42633,0.137486,0.180655,final,0.1269087
42634,0.137056,0.178862,final,0.1242014
42635,0.136606,0.177075,final,0.1215261
42636,0.136139,0.175291,final,0.1189857
42637,0.135655,0.173511,final,0.1166393
42638,0.135150,0.171735,final,0.1144927
42639,0.134623,0.169961,final,0.1125086
42640,0.134069,0.168189,final,0.1106264
42641,0.133489,0.166419,final,0.1087804
42642,0.132884,0.164650,final,0.1069126
42643,0.132253,0.162882,final,0.1049793
42644,0.131594,0.161112,final,0.1029550
42645,0.130907,0.159341,final,0.1008334
42646,0.130192,0.157565,final,0.0986271
42647,0.129450,0.155786,final,0.0963623
42648,0.128681,0.154001,final,0.0940731
42649,0.127884,0.152209,final,0.0917951
42650,0.127054,0.150411,final,0.0895594
42651,0.126187,0.148606,final,0.0873887
42652,0.125282,0.146797,final,0.0852931
42653,0.124338,0.144984,final,0.0832673
42654,0.123355,0.143172,final,0.0812891
42655,0.122328,0.141363,final,0.0793170
42656,0.121254,0.139561,final,0.0772916
42657,0.120131,0.137770,final,0.0751413
42658,0.118958,0.135992,final,0.0727981
42659,0.117736,0.134233,final,0.0702207
42660,0.116462,0.132496,final,0.0674183
42661,0.115134,0.130783,final,0.0644583
42662,0.113747,0.129100,final,0.0614537
42663,0.112297,0.127451,final,0.0585280
42664,0.110782,0.125840,final,0.0557757
42665,0.109200,0.124270,final,0.0532356
42666,0.107552,0.122745,final,0.0508883
42667,0.105843,0.121264,final,0.0486743
42668,0.104076,0.119830,final,0.0465203
42669,0.102256,0.118443,final,0.0443600
42670,0.100389,0.117105,final,0.0421439
42671,0.098480,0.115816,final,0.0398415
42672,0.096536,0.114573,final,0.0374400
42673,0.094568,0.113374,final,0.0349439
42674,0.092580,0.112217,final,0.0323719
42675,0.090574,0.111099,final,0.0297541
42676,0.088553,0.110018,final,0.0271247
42677,0.086518,0.108970,final,0.0245156
42678,0.084474,0.107953,final,0.0219512
42679,0.082422,0.106965,final,0.0194443
42680,0.080362,0.106005,final,0.0169938
42681,0.078292,0.105071,final,0.0145829
42682,0.076211,0.104164,final,0.0121777
42683,0.074120,0.103281,final,0.0097282
42684,0.072019,0.102425,final,0.0071724
42685,0.069902,0.101595,final,0.0044456
42686,0.067764,0.100793,final,0.0014959
42687,0.065602,0.100017,final,-0.0016954
42688,0.063411,0.099266,final,-0.0050966
42689,0.061188,0.098539,final,-0.0086242
42690,0.058929,0.097837,final,-0.0121610
42691,0.056630,0.097162,final,-0.0155912
42692,0.054289,0.096516,final,-0.0188373
42693,0.051904,0.095900,final,-0.0218807
42694,0.049477,0.095318,final,-0.0247580
42695,0.047008,0.094770,final,-0.0275378
42696,0.044500,0.094260,final,-0.0302926
42697,0.041956,0.093788,final,-0.0330788
42698,0.039374,0.093354,final,-0.0359304
42699,0.036757,0.092956,final,-0.0388617
42700,0.034104,0.092595,final,-0.0418719
42701,0.031413,0.092269,final,-0.0449471
42702,0.028682,0.091979,final,-0.0480620
42703,0.025910,0.091727,final,-0.0511839
42704,0.023099,0.091511,final,-0.0542794
42705,0.020247,0.091335,final,-0.0573205
42706,0.017354,0.091197,final,-0.0602901
42707,0.014419,0.091098,final,-0.0631842
42708,0.011441,0.091038,final,-0.0660136
42709,0.008426,0.091015,final,-0.0688051
42710,0.005377,0.091030,final,-0.0716014
42711,0.002295,0.091082,final,-0.0744569
42712,-0.000817,0.091173,final,-0.0774306
42713,-0.003959,0.091302,final,-0.0805737
42714,-0.007129,0.091469,final,-0.0839158
42715,-0.010319,0.091672,final,-0.0874502
42716,-0.013525,0.091916,final,-0.0911263
42717,-0.016741,0.092200,final,-0.0948561
42718,-0.019962,0.092528,final,-0.0985343
42719,-0.023180,0.092899,final,-0.1020696
42720,-0.026388,0.093315,final,-0.1054123
42721,-0.029579,0.093779,final,-0.1085673
42722,-0.032749,0.094294,final,-0.1115847
42723,-0.035891,0.094864,final,-0.1145351
42724,-0.038999,0.095490,final,-0.1174833
42725,-0.042066,0.096174,final,-0.1204725
42726,-0.045079,0.096920,final,-0.1235210
42727,-0.048033,0.097732,final,-0.1266285
42728,-0.050921,0.098613,final,-0.1297818
42729,-0.053740,0.099563,final,-0.1329585
42730,-0.056488,0.100583,final,-0.1361291
42731,-0.059162,0.101674,final,-0.1392609
42732,-0.061762,0.102836,final,-0.1423246
42733,-0.064289,0.104067,final,-0.1452995
42734,-0.066747,0.105368,final,-0.1481779
42735,-0.069143,0.106733,final,-0.1509664
42736,-0.071485,0.108159,final,-0.1536873
42737,-0.073781,0.109640,final,-0.1563780
42738,-0.076040,0.111171,final,-0.1590882
42739,-0.078265,0.112751,final,-0.1618727
42740,-0.080463,0.114375,final,-0.1647790
42741,-0.082641,0.116043,final,-0.1678355
42742,-0.084809,0.117751,final,-0.1710407
42743,-0.086972,0.119499,final,-0.1743596
42744,-0.089134,0.121287,final,-0.1777271
42745,-0.091297,0.123113,final,-0.1810612
42746,-0.093461,0.124976,final,-0.1842822
42747,-0.095627,0.126873,final,-0.1873351
42748,-0.097793,0.128802,final,-0.1902060
42749,-0.099958,0.130757,final,-0.1929245
42750,-0.102117,0.132736,final,-0.1955510
42751,-0.104270,0.134736,final,-0.1981536
42752,-0.106412,0.136755,final,-0.2007866
42753,-0.108539,0.138790,final,-0.2034792
42754,-0.110645,0.140839,final,-0.2062362
42755,-0.112724,0.142899,final,-0.2090458
42756,-0.114772,0.144969,final,-0.2118865
42757,-0.116783,0.147045,final,-0.2147317
42758,-0.118751,0.149124,final,-0.2175525
42759,-0.120671,0.151206,final,-0.2203215
42760,-0.122538,0.153291,final,-0.2230177
42761,-0.124349,0.155377,final,-0.2256313
42762,-0.126100,0.157465,final,-0.2281667
42763,-0.127788,0.159556,final,-0.2306432
